team,WP,OWP,OOWP,RPI,win_prob_vs_GT
NC State,0.4528301886792453,0.5857434016003765,0.5527324025899037,0.5442623486174756,0.6775581316626169
Tarleton St.,0.6078431372549019,0.49809321783896277,0.4967883154576743,0.5252044720976254,0.7651987710026688
McNeese,0.6981132075471698,0.4636926239021995,0.5022628284872097,0.5319403209596947,0.7361974901901779
FIU,0.56,0.5201181340187886,0.5125871676565033,0.5282058589235201,0.7525552001977065
Indiana,0.66,0.5702275657440555,0.5364096126595417,0.5842161860369132,0.4557662883539101
Louisiana Tech,0.5625,0.5286775076725901,0.5270703457364643,0.5367313402704111,0.7142223690878844
South Carolina St.,0.4117647058823529,0.41155030712345453,0.4195855580696147,0.4136127195497191,0.9770426322800283
Furman,0.2857142857142857,0.521717874106513,0.4982052699387701,0.4568388259665205,0.9402273486838011
New Mexico,0.4375,0.48467118236544465,0.5133907554351662,0.48005828004151385,0.9021129788422219
A&M-Corpus Christi,0.24444444444444444,0.43034149336801497,0.4818720308407729,0.3967498655053118,0.9843139471163993
CSU Bakersfield,0.30612244897959184,0.45077761212520506,0.49404748069796467,0.42543128848199163,0.9700773113976735
UCF,0.5833333333333334,0.6015260409946778,0.5585939715963155,0.5862448467297511,0.44420576434542297
Seton Hall,0.56,0.49269683990596136,0.4944871349643758,0.5099702036940746,0.8223248023523322
Louisiana,0.5116279069767442,0.5695576624126193,0.5414392994982831,0.5480456328250665,0.658239612432281
South Carolina,0.6744186046511628,0.6683563601965541,0.5845205009301548,0.6489129564936065,0.15881163322609543
Virginia,0.7058823529411765,0.5931845761942918,0.56058430805727,0.6132089533467575,0.30048660687330253
Boston College,0.4583333333333333,0.5550420169312117,0.540189453006411,0.5271517050505419,0.7570474200667373
FGCU,0.5217391304347826,0.5099121512402351,0.5175278417095633,0.5147728186562041,0.805588184701724
Sam Houston,0.4897959183673469,0.5234484626439245,0.5247253700254931,0.5153545534201722,0.8034817340436455
BYU,0.6595744680851063,0.5286783229972581,0.5420595251049437,0.5647476597961416,0.567309118462716
UC San Diego,0.36585365853658536,0.4677862406361861,0.48820877668197704,0.44740872912273366,0.9513258933026776
South Alabama,0.37777777777777777,0.5382347076624022,0.5334112871282848,0.49691462005771675,0.8620942621931856
